Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Car Age
VW,Golf,1.8,Diesel,1992,119404,2879,30
Toyota,Prius,1.4,Hybrid,1992,197049,1886,30
Toyota,Prius,1.0,Hybrid,2010,70777,14286,12
VW,Golf,1.6,Diesel,1998,171112,2664,24
VW,Polo,1.0,Petrol,1993,136950,1604,29
VW,Polo,1.6,Petrol,2002,119337,4245,20
Ford,Focus,1.6,Diesel,2010,44556,18014,12
VW,Passat,2.0,Diesel,2011,61594,20246,11
VW,Passat,1.6,Diesel,2005,21914,15417,17
Ford,Mondeo,1.6,Diesel,1994,180397,2224,28
VW,Golf,1.4,Petrol,2016,26178,22403,6
Ford,Fiesta,1.4,Hybrid,2008,90284,8588,14
Toyota,Yaris,1.0,Hybrid,2010,103806,8706,12
VW,Golf,1.4,Petrol,1994,119103,2769,28
Toyota,RAV4,2.2,Hybrid,2001,142234,8045,21
VW,Polo,1.2,Petrol,1999,149163,2376,23
Ford,Fiesta,1.0,Petrol,2011,50093,9663,11
VW,Polo,2.0,Petrol,2016,34052,21565,6
VW,Polo,1.4,Petrol,2013,43589,13956,9
Ford,Mondeo,2.0,Petrol,1997,95454,5688,25
Ford,Fiesta,1.4,Petrol,1997,233120,1055,25
VW,Golf,1.4,Petrol,1987,264166,495,35
VW,Polo,1.6,Petrol,1995,234368,1002,27
Ford,Fiesta,1.2,Petrol,2003,58791,5877,19
VW,Polo,1.4,Petrol,2017,62253,16202,5
Porsche,Cayenne,3.5,Petrol,2017,55331,59799,5
Ford,Focus,1.8,Petrol,2011,83428,15083,11
BMW,X3,3.0,Diesel,1985,185345,1873,37
Ford,Fiesta,1.4,Petrol,2008,55859,9028,14
Toyota,Prius,1.4,Hybrid,1988,142571,2289,34
Toyota,RAV4,1.8,Hybrid,1996,66087,9139,26
Toyota,Yaris,1.0,Petrol,2020,24010,23790,2
VW,Polo,1.0,Petrol,2007,59153,7173,15
Toyota,RAV4,2.4,Hybrid,1988,158052,3103,34
Ford,Fiesta,1.0,Petrol,2011,9776,12180,11
Ford,Fiesta,1.4,Petrol,2000,95862,4034,22
Toyota,RAV4,1.8,Hybrid,2007,59858,19817,15
Ford,Mondeo,2.0,Diesel,1994,92328,5001,28
VW,Passat,1.6,Diesel,2014,47463,24187,8
VW,Polo,1.2,Petrol,2015,49181,14265,7
BMW,X3,2.4,Diesel,2020,31211,53905,2
Toyota,Prius,1.8,Hybrid,2013,61535,24881,9
VW,Golf,1.6,Petrol,2011,130607,8410,11
Toyota,RAV4,2.2,Hybrid,1994,190982,3349,28
Ford,Fiesta,1.4,Diesel,2020,18040,26381,2
VW,Passat,1.4,Diesel,2003,213975,2983,19
Ford,Mondeo,1.8,Diesel,1997,239530,1702,25
BMW,M5,5.0,Petrol,1995,173864,8501,27
VW,Polo,2.0,Petrol,2007,76382,9049,15
Toyota,Yaris,1.2,Hybrid,2018,35311,25651,4
BMW,X3,3.0,Diesel,2016,47525,41876,6
Ford,Mondeo,1.4,Diesel,1999,123559,4626,23
Ford,Fiesta,1.0,Hybrid,2016,71764,14065,6
VW,Polo,1.6,Diesel,1991,127369,2011,31
Toyota,RAV4,2.4,Hybrid,2013,65309,32947,9
Porsche,Cayenne,4.0,Diesel,1994,230077,3613,28
Toyota,RAV4,2.2,Hybrid,2010,60282,26686,12
VW,Polo,1.6,Petrol,1993,180918,1409,29
Ford,Focus,2.0,Petrol,2013,32914,25111,9
BMW,X3,3.0,Petrol,1995,67396,8660,27
Toyota,Yaris,1.4,Petrol,2001,119897,4173,21
Toyota,Yaris,1.0,Hybrid,1992,158450,1706,30
Toyota,Yaris,1.2,Hybrid,2008,135750,6531,14
Toyota,Prius,1.8,Hybrid,2013,59867,25152,9
BMW,X3,3.0,Diesel,1992,213939,2322,30
Ford,Fiesta,1.4,Petrol,2003,105484,4591,19
Toyota,Yaris,1.2,Hybrid,2009,45326,13257,13
VW,Golf,1.6,Petrol,2006,82326,8625,16
Toyota,Prius,1.8,Hybrid,2014,45337,29456,8
Ford,Focus,1.8,Petrol,2013,49239,21595,9
Porsche,718 Cayman,2.4,Petrol,2019,33031,54733,3
Ford,Mondeo,2.0,Diesel,1984,320274,352,38
VW,Passat,2.0,Diesel,2019,25601,42939,3
Ford,Focus,1.0,Petrol,2014,46411,17509,8
Ford,Mondeo,1.6,Diesel,2005,87698,9625,17
Toyota,Prius,1.8,Hybrid,2011,92854,17579,11
Ford,Focus,1.8,Petrol,1997,157215,3368,25
BMW,X3,2.4,Diesel,2015,51505,34183,7
Ford,Mondeo,1.4,Diesel,2011,61228,16071,11
VW,Passat,1.6,Diesel,2020,16184,43244,2
VW,Golf,1.2,Petrol,2003,94134,5625,19
Toyota,Prius,1.4,Hybrid,2019,20885,41799,3
Toyota,Prius,1.0,Hybrid,2019,12772,36915,3
Ford,Mondeo,2.0,Diesel,2007,84089,12612,15
Ford,Fiesta,1.0,Petrol,2018,27882,17592,4
Toyota,Yaris,1.4,Petrol,2015,25049,20052,7
Ford,Focus,1.6,Petrol,1989,177452,1571,33
Toyota,Yaris,1.0,Hybrid,2004,31768,9400,18
VW,Golf,1.8,Diesel,1992,209727,1354,30
BMW,X3,2.0,Petrol,1994,159373,3308,28
Ford,Focus,1.0,Diesel,2010,65133,12501,12
VW,Passat,2.0,Diesel,1997,122395,5158,25
Toyota,Yaris,1.0,Petrol,2011,86692,8774,11
Ford,Mondeo,1.8,Diesel,2003,120611,7006,19
VW,Polo,1.2,Petrol,1988,279026,359,34
VW,Polo,1.0,Petrol,2016,39960,14725,6
VW,Passat,1.8,Petrol,2010,77551,15384,12
VW,Golf,1.4,Petrol,1990,239769,758,32
VW,Polo,1.4,Petrol,1994,189850,1304,28
Ford,Focus,1.8,Petrol,2001,109269,6423,21
Ford,Mondeo,1.4,Diesel,2020,14752,38584,2
Toyota,RAV4,1.8,Hybrid,2009,113743,15501,13
Ford,Mondeo,1.8,Diesel,2009,85337,13552,13
Toyota,Prius,1.8,Hybrid,2013,20304,31872,9
VW,Golf,1.4,Hybrid,2018,28489,30318,4
Toyota,Prius,1.0,Hybrid,1992,197588,1587,30
Ford,Focus,1.8,Petrol,2000,149651,4378,22
Ford,Mondeo,2.0,Hybrid,1997,77337,7753,25
VW,Golf,1.6,Petrol,2007,129239,6511,15
Ford,Mondeo,1.8,Hybrid,2017,36482,36217,5
Ford,Fiesta,1.4,Petrol,2003,109638,4451,19
Ford,Focus,1.8,Diesel,1997,131980,4337,25
VW,Golf,2.0,Petrol,1991,229540,1064,31
Toyota,Prius,1.4,Hybrid,2001,157035,4838,21
Toyota,RAV4,2.0,Hybrid,2018,36814,50154,4
BMW,M5,4.0,Petrol,2002,72052,26548,20
Ford,Focus,1.0,Petrol,2014,67384,15314,8
VW,Passat,1.8,Petrol,2012,87414,16413,10
VW,Polo,1.4,Petrol,2002,92010,4863,20
VW,Polo,1.0,Petrol,2003,126910,3383,19
VW,Polo,2.0,Petrol,1996,193480,1726,26
Ford,Focus,2.0,Petrol,2004,121141,7556,18
VW,Polo,1.2,Diesel,2005,137339,4095,17
Ford,Focus,1.0,Diesel,2007,97843,8159,15
BMW,M5,4.4,Petrol,1999,116320,16584,23
VW,Polo,1.2,Petrol,1996,77721,3335,26
BMW,M5,4.4,Petrol,2011,49498,58709,11
Ford,Focus,1.6,Petrol,2005,76060,10029,17
VW,Polo,2.0,Petrol,2012,31928,16723,10
Toyota,Prius,1.4,Hybrid,2001,143711,5395,21
Ford,Fiesta,1.0,Petrol,2008,95931,5808,14
Ford,Fiesta,1.4,Petrol,2010,50457,10672,12
Ford,Mondeo,1.4,Diesel,1986,255943,619,36
Ford,Focus,1.4,Diesel,2014,69477,18764,8
VW,Passat,1.6,Diesel,2017,17927,35072,5
Toyota,Yaris,1.2,Petrol,2016,34244,18825,6
VW,Golf,1.6,Petrol,2008,169099,5028,14
VW,Passat,2.0,Diesel,2007,67297,14937,15
Ford,Mondeo,2.0,Petrol,2020,24668,41593,2
Toyota,Yaris,1.2,Petrol,2008,139997,5261,14
Toyota,Yaris,1.4,Hybrid,1991,211397,1195,31
Porsche,911,3.0,Petrol,2015,52518,73476,7
Ford,Fiesta,1.2,Petrol,1990,148737,1275,32
Toyota,Prius,1.0,Hybrid,1998,73752,6291,24
Toyota,Prius,1.8,Hybrid,1996,207972,2536,26
Toyota,RAV4,2.4,Hybrid,2010,101797,20916,12
Ford,Focus,1.4,Petrol,1999,172387,2988,23
Toyota,RAV4,2.0,Hybrid,1996,204988,3226,26
BMW,M5,4.0,Petrol,1990,107745,9257,32
Ford,Focus,1.0,Diesel,2001,125610,4437,21
VW,Golf,2.0,Petrol,2001,74006,7315,21
BMW,X3,3.0,Diesel,2007,38859,24221,15
BMW,Z4,2.2,Petrol,2019,17645,47254,3
Toyota,Prius,1.8,Hybrid,1988,348412,398,34
VW,Golf,1.4,Diesel,1991,152056,1832,31
Toyota,Prius,1.0,Hybrid,2008,51224,14191,14
VW,Polo,1.2,Petrol,2012,38461,12466,10
VW,Passat,1.6,Petrol,1996,146437,3397,26
Ford,Focus,1.0,Petrol,1998,203839,1798,24
VW,Golf,1.4,Petrol,2008,83722,9129,14
VW,Passat,1.6,Diesel,2001,85137,7930,21
BMW,Z4,3.0,Petrol,1995,238429,2061,27
Toyota,Prius,1.0,Hybrid,2006,86925,9792,16
Ford,Fiesta,1.4,Petrol,1991,176557,1167,31
Toyota,Prius,1.8,Hybrid,1997,221652,2398,25
VW,Passat,1.8,Diesel,2014,55544,24389,8
VW,Passat,1.8,Petrol,1992,160392,2460,30
Ford,Fiesta,1.2,Petrol,2009,95000,6847,13
Toyota,RAV4,1.8,Hybrid,2008,67361,20169,14
VW,Polo,1.6,Diesel,2003,116566,4867,19
Toyota,RAV4,2.0,Hybrid,2012,119650,19078,10
Toyota,Prius,1.0,Hybrid,1991,191580,1564,31
Ford,Fiesta,1.4,Petrol,1993,231510,820,29
VW,Passat,1.6,Diesel,2019,13815,40973,3
BMW,M5,5.0,Petrol,2016,35694,94950,6
Ford,Mondeo,2.0,Diesel,2011,78317,17137,11
Ford,Fiesta,1.4,Petrol,2005,79401,6323,17
BMW,M5,4.0,Petrol,1985,317073,1052,37
Ford,Mondeo,1.8,Diesel,2014,58421,22664,8
Toyota,Yaris,1.0,Petrol,1990,167526,1153,32
BMW,M5,4.0,Petrol,2013,55246,61693,9
Ford,Fiesta,1.0,Hybrid,2006,114647,5310,16
Ford,Focus,1.0,Petrol,2007,114258,6879,15
BMW,M5,4.4,Petrol,2015,57565,72849,7
BMW,Z4,2.4,Petrol,2015,42816,32709,7
VW,Golf,1.8,Petrol,1992,185510,1595,30
VW,Polo,1.4,Petrol,2014,61575,13324,8
VW,Passat,1.8,Petrol,2017,13043,36372,5
Ford,Focus,1.6,Hybrid,1997,203650,2558,25
BMW,M5,5.0,Petrol,2019,16208,129456,3
Ford,Focus,1.6,Petrol,2012,89693,14545,10
Toyota,Prius,1.0,Hybrid,2020,6125,40857,2
Ford,Mondeo,2.0,Diesel,1987,263283,739,35
VW,Passat,1.8,Diesel,1994,158716,2993,28
VW,Polo,2.0,Petrol,1997,159078,2474,25
VW,Golf,1.6,Petrol,2018,47330,24151,4
VW,Polo,1.0,Petrol,2013,72146,9823,9
VW,Passat,1.6,Diesel,2005,148983,6366,17
Toyota,Prius,1.8,Hybrid,2006,138923,8873,16
BMW,X3,2.4,Diesel,2011,61670,24538,11
Ford,Focus,1.4,Petrol,2003,78544,8072,19
VW,Passat,1.4,Petrol,2002,144445,4818,20
Toyota,RAV4,1.8,Hybrid,1999,138880,6542,23
VW,Polo,1.0,Petrol,2017,35806,16133,5
Ford,Focus,2.0,Diesel,2001,205151,3224,21
VW,Polo,2.0,Petrol,2016,43454,20391,6
BMW,X3,2.0,Petrol,1993,90421,5282,29
BMW,X3,2.0,Diesel,1994,209372,2257,28
Toyota,Yaris,1.4,Petrol,1998,87189,4349,24
Toyota,Yaris,1.0,Petrol,1985,291582,269,37
VW,Golf,1.4,Diesel,1992,107181,2785,30
Ford,Fiesta,1.0,Petrol,1989,194370,739,33
Toyota,Prius,1.8,Hybrid,2018,38610,40052,4
Toyota,Prius,1.0,Hybrid,1998,145076,3692,24
Ford,Mondeo,2.0,Petrol,2001,71352,8785,21
VW,Polo,1.2,Petrol,2007,112256,5415,15
Toyota,RAV4,2.0,Hybrid,1990,139122,3777,32
VW,Polo,1.6,Petrol,1986,264257,417,36
VW,Golf,1.6,Diesel,2010,108732,9771,12
VW,Golf,1.8,Diesel,2017,40390,26247,5
Ford,Focus,1.4,Diesel,2011,71610,15144,11
Ford,Mondeo,1.8,Diesel,1990,181838,1784,32
VW,Passat,1.6,Diesel,2005,91585,9892,17
VW,Polo,1.0,Petrol,1990,215588,672,32
Ford,Fiesta,1.2,Petrol,1985,247936,383,37
Ford,Mondeo,1.4,Diesel,1994,160881,2454,28
Porsche,Cayenne,2.6,Diesel,2007,32132,31990,15
Ford,Mondeo,1.6,Diesel,2006,109354,8788,16
BMW,X3,2.0,Diesel,2022,1028,66183,0
Ford,Fiesta,1.0,Hybrid,2005,127017,4516,17
Toyota,Prius,1.0,Hybrid,2021,15409,41589,1
VW,Polo,1.0,Petrol,2015,35587,14137,7
Toyota,Prius,1.0,Hybrid,1997,135940,3717,25
VW,Golf,1.6,Diesel,2009,76707,11498,13
Ford,Focus,1.0,Petrol,2017,23991,24393,5
VW,Polo,2.0,Petrol,1997,90972,4196,25
BMW,X3,3.0,Diesel,2003,74944,14736,19
Toyota,Prius,1.8,Hybrid,1999,173093,4196,23
Toyota,Yaris,1.0,Hybrid,2004,99695,6015,18
VW,Passat,1.6,Petrol,1987,253526,728,35
VW,Polo,1.2,Petrol,2013,126773,7226,9
Toyota,Yaris,1.4,Petrol,1992,208307,1095,30
Ford,Fiesta,1.4,Petrol,2018,8266,23164,4
BMW,Z4,3.0,Petrol,2012,48885,28848,10
VW,Golf,1.6,Petrol,1990,262200,659,32
VW,Golf,2.0,Petrol,2012,75402,15087,10
VW,Golf,1.8,Petrol,2014,63753,17676,8
Toyota,Yaris,1.4,Hybrid,2005,83486,8541,17
BMW,M5,5.0,Petrol,2009,103081,38025,13
Ford,Fiesta,1.4,Petrol,2004,127678,4144,18
VW,Polo,1.0,Petrol,1998,108635,2787,24
Ford,Mondeo,2.0,Petrol,1994,158646,2846,28
BMW,M5,4.4,Petrol,1992,121958,9959,30
Ford,Fiesta,1.0,Petrol,2000,129583,2643,22
Ford,Fiesta,1.2,Petrol,2016,12854,18321,6
BMW,X3,2.0,Diesel,2016,36376,36570,6
Ford,Mondeo,2.0,Diesel,2002,148666,5530,20
VW,Passat,1.8,Diesel,2013,75777,19970,9
BMW,M5,5.0,Petrol,2005,100983,29577,17
BMW,M5,4.0,Petrol,2014,46905,69475,8
VW,Golf,1.4,Petrol,2016,58593,18418,6
VW,Passat,2.0,Diesel,1991,59255,5418,31
Toyota,Yaris,1.0,Hybrid,1994,134272,2372,28
Ford,Focus,1.6,Petrol,1993,124793,3155,29
Ford,Focus,1.8,Petrol,1992,84953,4205,30
Toyota,Prius,1.4,Hybrid,1997,78292,6752,25
VW,Polo,1.4,Petrol,2007,160425,3987,15
Toyota,Yaris,1.0,Petrol,2000,129128,3071,22
Toyota,Prius,1.0,Hybrid,2008,58336,13565,14
VW,Passat,1.8,Diesel,2001,144262,5374,21
Ford,Focus,1.8,Petrol,2012,57524,19174,10
Ford,Mondeo,1.8,Diesel,1989,110856,2967,33
Ford,Mondeo,1.8,Diesel,1991,187909,1810,31
VW,Polo,1.2,Petrol,2004,96518,4980,18
Ford,Fiesta,1.0,Petrol,1998,51942,4015,24
VW,Golf,1.4,Hybrid,2010,56027,15060,12
Ford,Fiesta,1.4,Petrol,2007,117461,5478,15
Toyota,Yaris,1.0,Hybrid,2008,101510,7749,14
BMW,Z4,2.0,Petrol,1995,179529,2841,27
Ford,Fiesta,1.2,Petrol,2014,79227,10680,8
BMW,M5,4.0,Petrol,1994,199249,5710,28
VW,Golf,1.4,Diesel,2010,73367,11760,12
BMW,X3,2.4,Diesel,1998,112701,7200,24
Ford,Focus,1.0,Petrol,1996,138148,2742,26
Toyota,Yaris,1.2,Hybrid,2008,107422,8126,14
BMW,X3,3.0,Diesel,1999,110550,8746,23
Ford,Mondeo,1.8,Diesel,1987,292421,533,35
Toyota,RAV4,2.4,Petrol,2016,45117,38118,6
VW,Golf,1.2,Hybrid,2003,154711,4221,19
VW,Golf,2.0,Hybrid,1998,158771,3776,24
Ford,Fiesta,1.4,Petrol,1998,253403,936,24
VW,Polo,1.2,Petrol,2003,154040,2981,19
VW,Golf,2.0,Hybrid,2018,39938,33890,4
VW,Golf,1.4,Petrol,2012,57870,14173,10
VW,Golf,1.4,Petrol,2008,97510,8275,14
Toyota,Yaris,1.0,Petrol,2007,55252,8297,15
VW,Golf,1.6,Petrol,1985,183051,963,37
Porsche,911,2.6,Petrol,1995,255010,3513,27
BMW,M5,5.0,Petrol,2007,73733,40957,15
Toyota,Yaris,1.0,Hybrid,1991,214594,982,31
Ford,Focus,2.0,Petrol,2010,42119,19467,12
VW,Golf,1.6,Hybrid,2005,180060,4499,17
VW,Golf,1.4,Diesel,2001,140433,3922,21
Ford,Mondeo,1.8,Diesel,2018,33090,34555,4
Toyota,Yaris,1.2,Petrol,2007,90582,7162,15
Toyota,Yaris,1.0,Hybrid,2022,6109,35914,0
VW,Polo,1.2,Petrol,1995,170674,1522,27
VW,Golf,1.8,Petrol,2004,92129,7471,18
Ford,Fiesta,1.2,Petrol,1989,27854,2788,33
Ford,Focus,1.4,Petrol,1994,192356,1803,28
VW,Polo,1.0,Petrol,2007,125247,4475,15
Ford,Fiesta,1.2,Petrol,2003,155817,2862,19
VW,Polo,1.0,Petrol,1995,266130,590,27
VW,Polo,1.0,Petrol,2019,20446,20121,3
VW,Polo,1.4,Petrol,2019,34583,21969,3
Toyota,Yaris,1.0,Hybrid,1987,226788,674,35
Ford,Fiesta,1.4,Diesel,2018,24496,22278,4
Ford,Mondeo,1.4,Diesel,2014,71416,18353,8
Toyota,RAV4,2.4,Hybrid,2007,82054,19720,15
Toyota,RAV4,2.0,Petrol,2004,120215,9286,18
Toyota,RAV4,2.4,Petrol,1987,210543,1538,35
Ford,Mondeo,1.6,Petrol,2000,95158,6227,22
Toyota,RAV4,1.8,Hybrid,2005,92895,13845,17
Toyota,RAV4,2.2,Hybrid,1986,111208,3769,36
Ford,Fiesta,1.4,Petrol,2022,7927,30297,0
VW,Polo,1.6,Petrol,1995,189526,1494,27
Ford,Mondeo,1.4,Diesel,2015,51641,22305,7
Toyota,RAV4,2.0,Petrol,2001,187562,4372,21
VW,Passat,1.4,Diesel,1991,211885,1365,31
Toyota,Prius,1.4,Hybrid,1989,50308,4758,33
Ford,Fiesta,1.2,Petrol,1999,208554,1393,23
VW,Passat,1.4,Diesel,2003,148910,5215,19
BMW,M5,4.0,Petrol,1995,169916,7862,27
Ford,Fiesta,1.0,Diesel,2008,101393,5861,14
VW,Polo,1.2,Petrol,2006,70884,6805,16
Toyota,Prius,1.4,Hybrid,1991,107263,3678,31
Ford,Focus,1.4,Diesel,2001,116912,5614,21
BMW,M5,4.4,Petrol,1998,176688,9509,24
BMW,M5,4.4,Petrol,2003,148648,16774,19
Toyota,Yaris,1.4,Hybrid,1991,156936,1912,31
Ford,Focus,1.6,Petrol,2014,27746,24733,8
VW,Golf,1.8,Diesel,2019,32197,31475,3
Toyota,Yaris,1.0,Hybrid,2001,77754,5752,21
VW,Polo,2.0,Petrol,2006,135895,5444,16
Toyota,RAV4,2.2,Hybrid,1987,345806,497,35
VW,Golf,1.6,Diesel,1988,196016,1103,34
BMW,X3,2.0,Petrol,1992,226025,1620,30
BMW,X3,2.0,Diesel,2003,60149,13271,19
Toyota,Yaris,1.0,Hybrid,1987,107521,1827,35
BMW,M5,4.4,Petrol,2012,74024,53515,10
BMW,Z4,2.4,Petrol,2007,117161,11504,15
Ford,Mondeo,1.8,Diesel,2003,121700,6947,19
VW,Passat,1.4,Petrol,2007,67167,11913,15
Toyota,Yaris,1.2,Petrol,2018,28993,22173,4
VW,Golf,1.2,Diesel,2007,79214,8566,15
Toyota,RAV4,2.4,Petrol,1997,174642,4099,25
VW,Passat,1.6,Diesel,1999,105224,6004,23
Ford,Fiesta,1.4,Petrol,1994,220133,972,28
VW,Passat,1.6,Diesel,1992,190009,1892,30
Toyota,Yaris,1.2,Hybrid,2010,89765,10559,12
VW,Golf,1.4,Petrol,2010,35159,14260,12
VW,Polo,1.2,Petrol,2001,185400,2001,21
VW,Polo,1.6,Petrol,1997,77513,4123,25
VW,Golf,1.4,Petrol,1999,114353,4008,23
VW,Passat,1.6,Diesel,2004,106150,8322,18
VW,Golf,1.6,Diesel,2007,119962,7347,15
VW,Polo,2.0,Petrol,1986,249553,534,36
Toyota,Prius,1.4,Hybrid,1994,158770,2990,28
VW,Golf,2.0,Petrol,2011,59962,15635,11
Toyota,RAV4,1.8,Hybrid,2017,34854,45028,5
Ford,Focus,1.4,Diesel,2013,73818,17049,9
VW,Polo,2.0,Petrol,2014,48195,17334,8
Toyota,RAV4,1.8,Hybrid,2012,67811,26255,10
VW,Golf,1.6,Diesel,2002,178166,3276,20
VW,Polo,1.6,Petrol,1988,234615,626,34
VW,Polo,1.2,Petrol,1997,246767,884,25
Ford,Fiesta,1.4,Petrol,2011,73425,9826,11
VW,Polo,2.0,Petrol,2002,139840,4040,20
VW,Polo,1.6,Petrol,2014,36240,16665,8
VW,Passat,1.4,Diesel,2017,23008,31901,5
Ford,Focus,1.8,Petrol,2014,38883,24585,8
VW,Polo,1.2,Petrol,2006,127759,4497,16
Toyota,Prius,1.8,Hybrid,1990,246681,1197,32
VW,Golf,1.4,Petrol,1990,124066,2041,32
Porsche,911,3.0,Petrol,1992,220020,4255,30
Toyota,Prius,1.0,Hybrid,2000,162425,3657,22
Toyota,Prius,1.4,Hybrid,2009,100148,12870,13
VW,Golf,1.4,Petrol,2018,32120,24743,4
Toyota,Yaris,1.2,Petrol,2013,71692,12177,9
Toyota,RAV4,1.8,Hybrid,1994,134875,4840,28
Ford,Fiesta,1.2,Petrol,1995,89911,2792,27
Toyota,Prius,1.0,Hybrid,2005,95864,8594,17
Toyota,Prius,1.8,Hybrid,2000,226624,2801,22
Toyota,Prius,1.0,Hybrid,1990,218829,1150,32
VW,Golf,1.6,Petrol,2021,13593,35819,1
Ford,Fiesta,1.2,Petrol,2021,14147,25393,1
VW,Passat,1.6,Diesel,1995,95134,4951,27
BMW,X3,2.4,Diesel,2004,90958,12602,18
BMW,X3,2.4,Diesel,2004,115243,10537,18
Ford,Mondeo,1.4,Diesel,1997,84042,5419,25
Toyota,RAV4,1.8,Hybrid,1991,236140,1656,31
Toyota,RAV4,2.2,Petrol,1992,229380,1735,30
Ford,Fiesta,1.0,Petrol,2017,10189,18131,5
VW,Polo,1.2,Petrol,1995,146478,1860,27
BMW,Z4,2.4,Petrol,2011,44294,24829,11
VW,Golf,1.2,Petrol,1995,126310,2592,27
VW,Golf,2.0,Diesel,2001,147826,4416,21
BMW,M5,5.0,Petrol,2003,125207,21554,19
Toyota,Yaris,1.0,Hybrid,2017,36262,21783,5
Toyota,Prius,1.4,Hybrid,1986,226720,970,36
Ford,Focus,1.6,Petrol,1997,119026,4308,25
Toyota,Yaris,1.4,Petrol,2018,15778,25775,4
Toyota,RAV4,2.0,Hybrid,2010,93287,20311,12
Toyota,RAV4,1.8,Hybrid,1995,245616,1983,27
Toyota,Yaris,1.4,Hybrid,2015,19801,24774,7
VW,Passat,1.8,Petrol,1992,173187,2209,30
BMW,Z4,2.0,Petrol,1987,290961,604,35
VW,Passat,1.4,Diesel,2011,32118,20304,11
Ford,Focus,1.8,Diesel,2004,146479,6158,18
VW,Polo,2.0,Diesel,2011,54568,14319,11
Ford,Focus,2.0,Diesel,2013,36006,25894,9
Toyota,RAV4,2.2,Petrol,2018,30278,45537,4
VW,Golf,1.4,Petrol,1995,265314,835,27
Ford,Focus,1.4,Petrol,2015,36360,23526,7
VW,Golf,1.8,Petrol,2009,32807,15336,13
Toyota,RAV4,2.2,Petrol,2014,39934,32957,8
Ford,Mondeo,1.6,Hybrid,2017,33056,34839,5
VW,Polo,1.6,Petrol,2017,38316,20106,5
Porsche,718 Cayman,2.0,Petrol,2008,129895,12300,14
VW,Passat,1.8,Diesel,2017,31576,34454,5
BMW,M5,4.0,Petrol,2014,49156,68516,8
Ford,Focus,2.0,Petrol,2006,132376,7910,16
Ford,Fiesta,1.0,Petrol,2021,3875,24459,1
Toyota,RAV4,2.0,Hybrid,2016,65896,36593,6
VW,Polo,1.2,Petrol,1995,186843,1325,27
Ford,Focus,1.4,Petrol,2004,170879,4224,18
VW,Golf,2.0,Petrol,2012,51480,17639,10
VW,Golf,1.8,Petrol,2004,114003,6359,18
Toyota,Prius,1.4,Hybrid,2013,71461,20551,9
Toyota,Prius,1.0,Hybrid,2018,19170,33362,4
Ford,Fiesta,1.0,Petrol,2001,122876,2977,21
BMW,X3,2.0,Diesel,1984,270423,662,38
VW,Polo,1.2,Petrol,1992,226921,760,30
Porsche,718 Cayman,4.0,Petrol,2013,69704,37658,9
VW,Passat,2.0,Diesel,2007,85178,13223,15
BMW,Z4,2.4,Petrol,1991,211184,1806,31
Ford,Fiesta,1.0,Petrol,1988,304942,250,34
Ford,Fiesta,1.4,Petrol,1997,199668,1424,25
Toyota,RAV4,2.4,Hybrid,2014,63805,35567,8
Ford,Mondeo,1.6,Diesel,2019,22068,37077,3
VW,Polo,2.0,Petrol,2006,79705,8274,16
Toyota,Yaris,1.2,Hybrid,2005,114066,6329,17
Ford,Focus,1.4,Diesel,2006,61537,11598,16
VW,Passat,2.0,Petrol,2003,106390,8275,19
Toyota,RAV4,2.4,Hybrid,2006,137488,12182,16
Porsche,718 Cayman,4.0,Petrol,2018,26076,68792,4
VW,Golf,1.6,Diesel,2010,86556,11479,12
VW,Golf,2.0,Petrol,2007,130419,7212,15
Toyota,Yaris,1.4,Petrol,1989,68821,2707,33
Toyota,Prius,1.8,Hybrid,2015,21575,36164,7
VW,Golf,1.8,Hybrid,2006,62882,12514,16
Toyota,RAV4,2.4,Hybrid,2015,59971,38979,7
Toyota,Yaris,1.0,Petrol,2008,131674,5131,14
Toyota,RAV4,2.2,Hybrid,1997,142603,6143,25
Porsche,718 Cayman,2.0,Petrol,2010,37350,26734,12
Ford,Fiesta,1.0,Petrol,2004,107856,4075,18
Toyota,Prius,1.0,Hybrid,2009,15973,18630,13
Toyota,Yaris,1.2,Petrol,2019,16782,25370,3
Ford,Focus,1.4,Petrol,2000,180837,2972,22
Ford,Focus,1.6,Petrol,1984,351166,225,38
Toyota,RAV4,1.8,Hybrid,1993,198469,2654,29
Ford,Mondeo,1.4,Hybrid,2011,91479,14943,11
Ford,Fiesta,1.0,Petrol,1993,240089,641,29
Ford,Fiesta,1.0,Petrol,2005,50508,6461,17
Toyota,RAV4,1.8,Hybrid,1996,143769,5150,26
Toyota,RAV4,2.0,Hybrid,2020,18599,63563,2
BMW,X3,2.4,Diesel,1994,204842,2574,28
Toyota,RAV4,1.8,Hybrid,2008,110503,14860,14
VW,Golf,1.4,Hybrid,2020,17774,36775,2
VW,Passat,1.4,Diesel,2017,55059,26352,5
Ford,Fiesta,1.0,Petrol,1986,81971,1479,36
VW,Passat,2.0,Diesel,2006,136146,8438,16
VW,Golf,1.2,Petrol,1993,168797,1606,29
Ford,Focus,1.0,Petrol,2004,180236,3296,18
VW,Golf,1.2,Petrol,2012,68277,12260,10
Toyota,RAV4,2.4,Hybrid,1991,171547,3385,31
Ford,Fiesta,1.0,Petrol,1998,156493,1861,24
Porsche,Cayenne,3.5,Petrol,2015,69316,47781,7
